Turku, Finland,                       22.27,  60.45,        9,   -6.5, -1.1, -7.1, -1.2, -4.7,  2.6, -0.2,  9.1,  4.6, 15.5,  9.3, 19.5, 12.5, 22.6, 11.6, 21.1,  7.4, 15.7,  2.8,  8.8, -0.9,  3.6, -4.1,  0.7,   40,    75,   134,   204,   284,   276,   287,   230,   155,    89,    38,    27
Amiens, France,                        2.30,  49.89,       35,    1.6,  6.7,  1.7,  7.9,  3.6, 11.5,  4.7, 14.5,  8.4, 18.6, 10.9, 21.2, 13.1, 23.7, 13.0, 24.0, 10.4, 20.2,  7.7, 15.5,  4.1, 10.1,  1.6,  6.5, 70.6,  78.5, 125.0, 172.2, 195.5, 209.3, 216.9, 209.2, 158.8, 117.4,  69.8,  56.6
Bordeaux, France,                     -0.58,  44.84,        6,    3.7, 10.5,  3.6, 12.0,  5.8, 15.5,  8.0, 18.0, 11.4, 21.7, 14.6, 25.0, 16.2, 27.1, 16.3, 27.6, 13.3, 24.2, 10.7, 19.6,  6.7, 14.1,  4.4, 11.0, 89.8, 117.4, 170.2, 186.0, 220.8, 237.7, 256.0, 248.8, 208.8, 150.3, 100.0,  84.1
La Rochelle, France,                  -1.15,  46.16,        4,    4.0,  9.1,  4.1, 10.2,  6.3, 13.0,  8.1, 15.5, 11.7, 19.1, 14.6, 22.3, 16.7, 24.4, 16.5, 24.5, 14.0, 22.1, 11.3, 18.1,  7.1, 13.0,  4.5,  9.7, 84.3, 114.6, 165.8, 196.8, 231.3, 261.2, 271.0, 259.6, 212.1, 140.5,  92.3,  76.3
Lyon, France,                          4.84,  45.76,      256,     0,    6,    1,    8,    4,   15,    7,   18,   11,   22,   14,   25,   18,   28,   17,   27,   13,   23,    9,   17,    4,   11,    2,    7,    74,   101,   170,   191,   221,   254,   283,   253,   195,   130,    76,    55
Marseille, France,                     5.37,  43.30,       32,     5,   12,    5,   13,    7,   16,    9,   18,   13,   22,   16,   26,   19,   29,   19,   29,   16,   25,   12,   20,    8,   15,    6,   13,   150,   156,   215,   245,   293,   326,   366,   327,   254,   205,   156,   143
Montpellier, France,                   3.88,  43.61,       27,     3,   12,    3,   13,    6,   16,    9,   18,   13,   22,   16,   26,   19,   29,   19,   29,   15,   25,   12,   21,    7,   15,    4,   12,   143,   168,   221,   227,   264,   312,   340,   298,   242,   169,   149,   137
Nantes, France,                       -1.55,  47.22,       19,     3,    9,    3,   10,    5,   13,    6,   16,   10,   19,   13,   23,   14,   25,   14,   25,   12,   22,    9,   18,    6,   12,    3,    9,    73,    97,   141,   170,   189,   207,   214,   227,   194,   118,    86,    76
Nice, France,                          7.26,  43.71,       28,     5,   13,    6,   13,    8,   15,   10,   17,   14,   21,   18,   24,   20,   27,   21,   28,   17,   25,   14,   21,    9,   17,    6,   14,   158,   171,   217,   224,   267,   306,   348,   316,   242,   187,   149,   139
Paris, France,                         2.35,  48.86,       30,     2,    8,    2,    9,    5,   12,    7,   15,   10,   20,   13,   22,   15,   24,   15,   24,   12,   21,    9,   16,    5,   10,    3,    8,    60,    90,   150,   195,   225,   240,   233,   210,   180,   120,    60,    45
Perpignan, France,                     2.89,  42.69,       30,     4,   12,    5,   13,    7,   16,    9,   18,   13,   22,   17,   26,   19,   29,   19,   29,   16,   25,   13,   21,    8,   16,    5,   13,   141,   161,   210,   218,   236,   269,   298,   267,   222,   168,   149,   126
Strasbourg, France,                    7.75,  48.57,      132,    -1,    5,   -1,    6,    3,   11,    5,   16,   10,   20,   13,   23,   15,   26,   14,   25,   11,   21,    7,   15,    3,    9,    0,    5,    58,    84,   135,   180,   203,   224,   229,   220,   165,    99,    55,    43
Toulouse, France,                      1.44,  43.60,      150,     2,   10,    3,   11,    5,   15,    7,   17,   11,   21,   14,   25,   17,   28,   17,   28,   13,   25,   11,   20,    6,   13,    3,   10,    93,   115,   175,   186,   209,   228,   253,   239,   204,   149,    96,    85
Saint-Denis, Réunion,                 55.46, -20.89,       41,   23.6, 30.2, 23.7, 30.3, 23.3, 30.0, 22.3, 29.2, 20.7, 27.6, 19.1, 26.2, 18.2, 25.4, 18.2, 25.5, 18.7, 26.0, 19.9, 27.0, 21.1, 28.3, 22.7, 29.5,218.1, 195.5, 215.0, 216.1, 213.9, 210.0, 222.4, 216.2, 210.5, 210.8, 212.0, 226.8
Augsburg, Germany,                    10.90,  48.37,      494,   -3.9,  2.3, -3.7,  4.1, -0.2,  8.9,  2.7, 13.6,  7.3, 18.5, 10.5, 21.4, 12.3, 23.8, 11.9, 23.5,  8.3, 18.8,  4.8, 13.4,  0.3,  6.6, -2.5,  3.1, 64.1,  90.1, 127.3, 173.8, 211.8, 218.1, 240.1, 223.2, 159.3, 107.9,  59.1,  48.7
Berlin, Germany,                      13.41,  52.52,       36,    -2,    1,   -2,    3,    0,    7,    3,   12,    8,   18,   10,   20,   11,   22,   11,   21,    9,   18,    5,   12,    2,    7,   -1,    3,    45,    68,   135,   173,   225,   240,   233,   218,   180,   105,    45,    30
Bonn, Germany,                         7.10,  50.74,       60,   -0.6,  4.7, -0.4,  6.1,  1.6,  9.9,  4.5, 14.1,  8.1, 18.6, 11.3, 21.8, 13.0, 23.2, 12.5, 22.8, 10.0, 19.8,  6.4, 14.7,  3.2,  9.0,  0.6,  5.8,   51,    76,   110,   163,   190,   195,   209,   194,   141,   104,    55,    41
Bremen, Germany,                       8.80,  53.08,       12,    -1,    4,   -1,    5,    1,    9,    3,   13,    7,   18,   10,   20,   12,   22,   12,   23,    9,   18,    6,   14,    2,    8,    0,    5,    47,    71,   107,   170,   214,   193,   205,   193,   143,   108,    54,    40
Cologne, Germany,                      6.96,  50.94,       37,    -1,    5,   -1,    7,    2,   11,    4,   15,    8,   19,   11,   22,   13,   24,   13,   24,   10,   20,    7,   15,    3,   10,    0,    6,    54,    79,   120,   167,   193,   194,   210,   194,   142,   109,    61,    45
Dresden, Germany,                     13.74,  51.05,      113,    -2,    3,   -2,    4,    1,    8,    4,   14,    9,   19,   12,   22,   14,   24,   14,   24,   10,   19,    7,   14,    2,    7,   -1,    4,    62,    78,   118,   171,   219,   202,   223,   213,   152,   122,    65,    55
Düsseldorf, Germany,                   6.77,  51.23,       38,    1.8,  6.9,  2.2,  9.7,  3.3, 11.7,  5.1, 17.1,  7.2, 18.7, 12.7, 24.2, 13.5, 24.8, 14.1, 25.1, 10.7, 20.2,  8.6, 15.6,  3.8,  9.6,  2.3,  7.1, 47.7,  85.8, 129.6, 218.7, 218.4, 229.9, 204.0, 214.1, 147.5,  99.0,  54.3,  47.9
Essen, Germany,                        7.01,  51.46,      116,     0,    5,    0,    6,    3,    9,    5,   13,    9,   18,   12,   20,   14,   22,   14,   22,   11,   18,    8,   14,    4,    8,    2,    6,    43,    78,   102,   147,   192,   183,   186,   183,   135,   112,    57,    40
Frankfurt, Germany,                    8.68,  50.11,      112,    -1,    4,   -1,    6,    2,   11,    5,   15,    9,   20,   12,   23,   14,   26,   14,   25,   11,   20,    7,   15,    3,    8,    0,    5,    50,    80,   121,   178,   211,   219,   233,   219,   156,   103,    51,    41
Hamburg, Germany,                      9.99,  53.55,       22,    -1,    4,   -1,    4,    1,    8,    3,   12,    7,   18,   11,   20,   13,   22,   13,   22,   10,   18,    6,   13,    2,    8,    0,    5,    47,    69,   109,   172,   223,   199,   218,   203,   145,   108,    53,    37
Hanover, Germany,                      9.73,  52.38,       55,    -1,    4,   -1,    5,    1,    9,    4,   14,    8,   19,   11,   21,   13,   24,   13,   23,   10,   19,    6,   14,    3,    8,    0,    5,    50,    71,   108,   166,   216,   205,   213,   200,   144,   107,    53,    39
Leipzig, Germany,                     12.37,  51.34,      135,    -2,    3,   -2,    4,    1,    9,    4,   14,    9,   19,   12,   22,   14,   25,   14,   24,   10,   19,    6,   14,    2,    8,   -1,    4,    63,    78,   125,   182,   227,   225,   229,   213,   161,   123,    62,    51
Munich, Germany,                      11.58,  48.14,      520,    -3,    4,   -2,    5,    2,   10,    5,   14,    9,   19,   13,   22,   15,   24,   14,   24,   11,   19,    7,   14,    2,    8,   -1,    4,    79,    96,   133,   170,   209,   210,   238,   220,   163,   125,    75,    59
Nuremberg, Germany,                   11.08,  49.45,      302,    -3,    3,   -3,    4,    0,    9,    3,   16,    8,   21,   12,   24,   13,   27,   13,   26,    9,   19,    5,   14,    1,    7,   -2,    4,    58,    87,   117,   175,   216,   218,   235,   220,   161,   114,    57,    43
Stralsund, Germany,                   13.08,  54.31,        9,   -0.9,  2.9, -0.8,  3.7,  0.7,  6.9,  4.2, 12.0,  8.6, 16.6, 12.2, 19.8, 14.9, 22.2, 14.7, 21.8, 11.8, 18.1,  7.8, 12.9,  3.9,  7.8,  0.9,  4.4, 83.7, 103.6, 164.3, 261.0, 313.3, 318.0, 331.7, 303.8, 219.0, 155.0,  90.0,  71.3
Stuttgart, Germany,                    9.18,  48.78,      245,    -3,    4,   -3,    5,    1,   10,    4,   14,    8,   19,   11,   24,   13,   26,   13,   26,    9,   20,    5,   14,    1,    8,   -2,    4,    80,    96,   138,   177,   217,   217,   232,   224,   169,   123,    74,    60
Athens, Greece,                       23.73,  37.98,       45,     7,   13,    7,   14,    8,   16,   12,   20,   15,   25,   20,   30,   23,   33,   22,   32,   19,   29,   15,   23,   11,   19,    8,   15,   117,   155,   173,   229,   268,   322,   357,   346,   283,   202,   144,   115
Chania, Greece,                       24.02,  35.51,       20,    8.1, 14.0,  8.0, 14.3,  8.9, 16.1, 11.7, 19.9, 15.2, 24.5, 19.2, 29.0, 21.4, 30.5, 21.3, 30.0, 19.1, 27.5, 15.9, 23.4, 12.4, 19.0,  9.7, 15.6,118.1, 135.6, 188.0, 240.9, 303.0, 355.4, 376.7, 355.7, 281.9, 208.7, 138.0, 111.7
Heraklion, Greece,                    25.14,  35.34,       16,     9,   15,    9,   16,   10,   17,   12,   20,   15,   24,   19,   27,   22,   29,   22,   28,   19,   26,   17,   23,   13,   20,   11,   17,   118,   125,   177,   228,   301,   351,   372,   347,   282,   198,   150,   121
Ierapetra, Greece,                    25.74,  35.01,       11,    9.2, 16.1,  8.9, 16.2, 10.0, 17.7, 12.1, 20.5, 15.6, 24.7, 19.9, 29.3, 23.2, 32.0, 23.4, 32.0, 20.6, 28.9, 17.2, 25.0, 13.8, 21.2, 10.9, 17.8,155.6, 158.8, 208.3, 240.2, 319.1, 355.4, 384.7, 367.7, 307.5, 235.9, 201.3, 167.0
Ioannina, Greece,                     20.85,  39.67,      480,    0.2,  9.0,  1.0, 10.4,  3.2, 13.7,  6.1, 17.5,  9.8, 23.0, 13.0, 27.7, 15.2, 31.0, 15.3, 31.0, 12.2, 26.1,  8.6, 20.6,  4.8, 14.7,  1.7, 10.0, 95.3, 107.9, 143.4, 165.2, 225.2, 296.0, 320.7, 296.0, 208.2, 160.4,  98.1,  75.2
Thessaloniki, Greece,                 22.94,  40.64,       50,     1,    9,    2,   11,    5,   14,    8,   19,   12,   25,   16,   29,   19,   32,   18,   31,   15,   27,   11,   21,    7,   15,    3,   11,    99,   103,   147,   203,   253,   296,   326,   296,   230,   166,   118,   103
Volos, Greece,                        22.95,  39.37,        5,    4.5, 11.1,  5.4, 12.3,  7.3, 15.0, 10.5, 19.4, 14.9, 24.0, 19.0, 27.5, 21.3, 31.0, 21.2, 30.6, 17.9, 27.0, 13.6, 21.5,  9.8, 17.3,  6.3, 13.1,102.7, 109.8, 150.5, 200.8, 260.3, 290.2, 337.1, 320.1, 240.6, 167.8, 122.0, 100.0
Nuuk, Greenland,                     -51.69,  64.18,        5,   -11,   -6,  -11,   -6,  -10,   -5,   -5,   -1,   -1,    4,    2,    9,    4,   11,    5,   10,    2,    7,   -1,    2,   -5,   -1,   -8,   -3,    31,    84,   186,   240,   186,   150,   186,   124,    90,    62,    30,     0
Budapest, Hungary,                    19.04,  47.50,      200,    -2,    3,    0,    6,    4,   11,    8,   16,   12,   22,   15,   25,   17,   27,   17,   27,   13,   22,    8,   15,    3,    8,    0,    4,    62,    93,   137,   177,   234,   250,   271,   255,   187,   141,    69,    52
Reykjavík, Iceland,                  -21.82,  64.13,       53,    -3,    2,   -2,    3,   -2,    3,    0,    6,    4,    9,    7,   12,    8,   13,    8,   13,    5,   10,    2,    7,   -1,    3,   -3,    2,    27,    52,   111,   140,   192,   161,   171,   155,   125,    83,    39,    12
Cork, Ireland,                        -8.48,  51.90,       57,    3.0,  8.2,  3.1,  8.3,  4.0,  9.9,  4.9, 11.8,  7.4, 14.4, 10.0, 17.0, 11.8, 18.7, 11.8, 18.5, 10.2, 16.5,  7.7, 13.2,  5.2, 10.3,  3.7,  8.5, 55.8,  67.8, 102.3, 159.0, 192.2, 174.0, 167.4, 161.2, 129.0,  93.0,  69.0,  57.2
Dublin, Ireland,                      -6.26,  53.35,        4,     3,    8,    3,    8,    3,   10,    4,   11,    7,   14,   10,   17,   11,   19,   11,   19,   10,   17,    8,   14,    4,   10,    3,    8,    59,    75,   109,   160,   195,   179,   164,   157,   129,   103,    71,    53
Limerick, Ireland,                    -8.63,  52.66,       10,    3.2,  8.8,  3.2,  9.2,  4.5, 11.1,  5.7, 13.3,  8.2, 16.0, 11.0, 18.5, 13.0, 19.8, 12.7, 19.6, 10.8, 17.7,  8.2, 14.3,  5.5, 11.1,  3.6,  9.0, 49.6,  65.6, 100.0, 153.1, 180.0, 156.0, 140.5, 140.1, 117.0,  89.9,  60.0,  43.4
Bologna, Italy,                       11.34,  44.49,       54,    -1,    6,    1,    9,    4,   14,    7,   18,   12,   23,   16,   27,   19,   30,   18,   30,   15,   25,   10,   19,    4,   11,    0,    7,    78,    96,   152,   174,   229,   255,   291,   260,   201,   149,    81,    74
Cagliari, Italy,                       9.12,  39.22,        4,    5.4, 14.4,  5.5, 15.0,  7.2, 17.1,  9.4, 19.5, 13.1, 23.8, 16.8, 28.2, 19.7, 31.4, 20.2, 31.7, 17.5, 27.9, 14.1, 23.7,  9.9, 18.8,  6.8, 15.5,  150,   163,   209,   218,   270,   311,   342,   321,   243,   209,   150,   127
Catania, Italy,                       15.08,  37.51,        7,     5,   16,    5,   16,    7,   18,    9,   21,   13,   25,   17,   29,   19,   32,   20,   33,   18,   29,   14,   25,   10,   21,    7,   17,   155,   155,   183,   210,   273,   303,   344,   319,   247,   192,   180,   152
Florence, Italy,                      11.26,  43.77,       50,     2,   11,    3,   13,    5,   16,    8,   19,   12,   24,   15,   28,   18,   31,   18,   32,   14,   27,   10,   21,    5,   15,    3,   11,   130,   132,   155,   205,   298,   302,   345,   320,   220,   180,    96,    95
Genoa, Italy,                          8.95,  44.41,       20,     6,   12,    6,   12,    8,   15,   11,   17,   14,   21,   18,   24,   21,   27,   21,   28,   18,   24,   14,   20,    9,   15,    7,   13,   118,   131,   158,   192,   220,   246,   295,   267,   201,   174,   111,   112
Milan, Italy,                          9.19,  45.47,      120,    -1,    6,    0,    9,    4,   14,    7,   17,   12,   22,   15,   26,   18,   29,   18,   29,   14,   24,    9,   18,    4,   11,    0,    6,    59,    96,   152,   177,   211,   243,   285,   251,   186,   130,    66,    59
Padua, Italy,                         11.88,  45.41,       12,   -1.4,  5.7,  0.5,  8.8,  3.5, 13.1,  7.4, 17.5, 11.6, 22.4, 15.3, 26.0, 17.5, 28.4, 16.9, 27.9, 13.8, 24.5,  8.8, 18.8,  3.7, 11.5, -0.4,  6.5, 68.2, 107.4, 142.6, 162.0, 207.7, 246.0, 297.6, 279.0, 186.0, 127.1,  81.0,  46.5
Pisa, Italy,                          10.40,  43.72,        4,     2,   11,    3,   13,    4,   15,    7,   18,   11,   22,   14,   26,   17,   29,   17,   30,   14,   26,   11,   21,    6,   15,    3,   12,   105,   122,   152,   192,   242,   267,   316,   279,   219,   177,   111,    93
Rome, Italy,                          12.50,  41.90,       15,     3,   12,    4,   13,    6,   15,    8,   17,   12,   22,   15,   25,   19,   28,   19,   28,   16,   26,   13,   22,    7,   17,    6,   13,   128,   143,   195,   210,   255,   285,   323,   300,   240,   195,   120,    98
Venice, Italy,                        12.32,  45.44,        1,     0,    7,    1,    9,    4,   13,    8,   16,   13,   22,   16,   25,   18,   28,   18,   28,   14,   24,   10,   18,    4,   12,    1,    7,    81,   107,   143,   174,   229,   243,   288,   257,   198,   152,    87,    78
Pristina, Kosovo,                     21.17,  42.66,      652,    -5,    2,   -3,    6,    0,   11,    4,   16,    9,   21,   11,   24,   13,   26,   12,   27,    9,   23,    5,   17,    1,   10,   -3,    4,    71,    96,   143,   184,   228,   246,   299,   290,   226,   174,    97,    70
Riga, Latvia,                         24.11,  56.95,        6,    -8,   -2,   -8,   -2,   -5,    3,    1,   10,    6,   16,   10,   20,   12,   22,   12,   21,    8,   16,    4,   10,   -1,    4,   -4,    0,    31,    62,   127,   183,   264,   288,   264,   229,   153,    93,    39,    22
Vaduz, Liechtenstein,                  9.52,  47.14,      455,    -3,    4,   -2,    6,    2,   11,    5,   15,    9,   20,   12,   22,   14,   25,   14,   24,   11,   20,    7,   16,    2,    9,   -1,    5,    70,    91,   124,   144,   166,   170,   194,   177,   145,   116,    68,    52
Kaunas, Lithuania,                    23.90,  54.90,       48,   -5.4, -0.8, -5.2,  0.2, -2.2,  4.8,  2.7, 12.9,  7.3, 18.6, 10.9, 21.6, 13.3, 24.0, 12.6, 23.3,  8.7, 17.9,  4.1, 11.0,  0.6,  4.6, -3.1,  0.8, 40.3,  67.8, 127.1, 174.0, 251.1, 264.0, 257.3, 238.7, 159.0,  99.2,  42.0,  27.9
Klaipėda, Lithuania,                  21.14,  55.70,       21,   -2.9,  1.3, -3.1,  1.3, -1.0,  4.5,  3.1, 10.8,  7.5, 16.0, 11.6, 19.3, 14.7, 22.1, 14.6, 22.3, 10.8, 17.8,  6.2, 11.9,  2.3,  6.3, -0.8,  3.2,   34,    65,   122,   180,   264,   285,   274,   252,   167,   100,    40,    28
Vilnius, Lithuania,                   25.28,  54.69,      112,    -9,   -4,   -8,   -2,   -4,    3,    2,   11,    8,   18,   11,   21,   12,   22,   12,   22,    8,   16,    3,   10,   -1,    4,   -5,   -1,    36,    71,   117,   164,   241,   231,   219,   217,   140,    94,    33,    25
Luxembourg City, Luxembourg,           6.13,  49.61,      313,    -2,    3,   -1,    5,    2,    9,    4,   13,    8,   18,   11,   21,   13,   23,   13,   23,   10,   18,    6,   13,    2,    7,   -1,    4,    50,    84,   125,   182,   213,   227,   250,   231,   162,   106,    54,    41
Skopje, North Macedonia,              21.43,  42.00,      240,    -4,    5,   -2,    8,    2,   14,    5,   19,   10,   24,   14,   29,   16,   31,   16,   32,   12,   27,    7,   20,    2,   12,   -2,    6,    87,   113,   161,   198,   245,   276,   323,   305,   248,   188,   115,    80
Valletta, Malta,                      14.51,  35.90,       56,     9,   15,    9,   16,   10,   17,   12,   19,   15,   23,   18,   28,   21,   31,   22,   31,   20,   28,   17,   24,   14,   20,   11,   17,   169,   178,   227,   253,   309,   336,   376,   352,   270,   223,   195,   161
Chișinău, Moldova,                    28.86,  47.01,       85,    -4,    1,   -4,    3,    0,    8,    6,   16,   12,   22,   15,   25,   17,   28,   17,   27,   12,   22,    7,   15,    2,    7,   -3,    2,    75,    80,   125,   187,   254,   283,   299,   295,   226,   169,    75,    58
Podgorica, Montenegro,                19.26,  42.43,       48,     1,   10,    3,   11,    6,   15,    9,   19,   14,   24,   17,   28,   20,   32,   20,   32,   17,   27,   12,   23,    7,   15,    3,   11,   121,   127,   171,   195,   248,   276,   341,   313,   249,   195,   126,   112
Amsterdam, Netherlands,                4.90,  52.37,       -2,    -1,    4,   -1,    5,    1,   10,    4,   13,    8,   18,   11,   21,   13,   22,   13,   22,   10,   19,    7,   14,    3,    9,    1,    5,    63,    88,   126,   183,   222,   206,   217,   197,   139,   109,    62,    51
Deventer, Netherlands,                 6.16,  52.27,        9,    0.9,  5.3,  0.7,  6.3,  2.2,  9.6,  5.2, 14.1,  9.0, 17.8, 11.9, 20.5, 14.2, 22.4, 13.9, 21.8, 11.6, 18.8,  8.4, 14.3,  4.7,  9.3,  1.8,  6.0, 72.0,  96.0, 127.2, 189.6, 216.0, 228.0, 235.2, 208.8, 165.6, 124.8,  86.4,  69.6
Eindhoven, Netherlands,                5.46,  51.42,       17,    0.4,  6.1,  0.3,  7.2,  2.1, 11.0,  4.3, 15.5,  7.9, 19.2, 10.8, 22.0, 12.9, 24.0, 12.4, 23.7,  9.7, 20.1,  6.8, 15.2,  3.5, 10.0,  1.2,  6.6, 69.0,  87.9, 139.8, 186.4, 214.4, 209.0, 213.2, 199.1, 161.0, 122.4,  73.4,  56.5
Rotterdam, Netherlands,                4.48,  51.92,        0,    1.3,  6.4,  1.1,  7.1,  2.4, 10.3,  4.8, 14.3,  8.1, 17.9, 11.0, 20.6, 13.2, 22.7, 12.9, 22.6, 10.5, 19.3,  7.2, 14.9,  3.9, 10.2,  1.4,  7.0, 69.6,  89.9, 143.4, 192.9, 226.2, 216.0, 221.2, 202.5, 152.9, 115.1,  66.8,  55.5
The Hague, Netherlands,                4.30,  52.07,        1,    1.0,  5.9,  0.7,  6.3,  2.7,  9.3,  4.5, 12.8,  8.1, 16.7, 11.0, 19.0, 13.3, 21.3, 13.3, 21.5, 10.9, 18.4,  7.8, 14.5,  4.5,  9.9,  1.7,  6.6, 65.5,  89.6, 133.7, 190.5, 229.0, 216.1, 227.4, 207.1, 145.5, 110.3,  61.1,  49.2
Bergen, Norway,                        5.32,  60.39,       40,     0,    4,    0,    5,    1,    7,    4,   10,    7,   15,   10,   17,   12,   19,   12,   19,    9,   15,    6,   11,    3,    7,    1,    5,    19,    56,    94,   147,   186,   189,   167,   144,    86,    60,    27,    12
Oslo, Norway,                         10.75,  59.91,       23,    -5,    0,   -5,    1,   -2,    4,    2,   10,    7,   17,   11,   20,   13,   22,   12,   21,    8,   16,    4,    9,   -1,    4,   -5,    0,    40,    76,   126,   178,   220,   250,   246,   216,   144,    86,    51,    35
Stavanger, Norway,                     5.73,  58.97,       14,   -0.6,  4.8, -0.4,  4.6,  0.9,  6.5,  3.6, 10.4,  6.8, 13.8, 10.0, 16.3, 12.4, 18.6, 12.7, 18.9, 10.3, 16.2,  6.4, 11.9,  3.0,  8.0,  0.6,  5.6,   48,    79,   140,   168,   226,   222,   197,   159,   141,    80,    45,    33
Trondheim, Norway,                    10.40,  63.43,       18,   -4.0,  1.2, -3.7,  1.8, -2.2,  4.2,  1.5,  8.8,  5.3, 13.7,  8.5, 16.3, 11.4, 19.0, 10.8, 18.0,  7.9, 14.6,  3.0,  8.9, -0.5,  4.7, -3.3,  2.1,   34,    71,   124,   205,   236,   234,   229,   167,   130,   116,    46,    16
Białystok, Poland,                    23.17,  53.13,      151,    -5,   -1,   -5,    0,   -2,    6,    2,   14,    7,   19,   10,   22,   13,   25,   12,   24,    8,   18,    4,   12,    1,    6,   -3,    1,    36,    58,   125,   191,   253,   255,   258,   251,   161,   106,    38,    27
Częstochowa, Poland,                  19.12,  50.81,      257,   -3.9,  1.3, -3.1,  3.1, -0.4,  7.7,  4.3, 14.5,  8.8, 19.4, 12.4, 22.6, 14.3, 24.7, 14.0, 24.5,  9.7, 19.0,  5.5, 13.2,  1.6,  7.2, -2.4,  2.3, 50.8,  66.0, 121.7, 185.8, 231.4, 233.9, 245.4, 237.8, 166.8, 111.2,  54.5,  40.4
Gdańsk, Poland,                       18.65,  54.35,        8,   -3.3,  1.7, -2.7,  2.9, -0.4,  6.6,  3.6, 12.1,  8.1, 16.8, 11.6, 20.4, 14.2, 22.6, 13.9, 22.9, 10.4, 18.5,  5.8, 12.7,  1.9,  6.7, -1.6,  3.1,   39,    70,   134,   163,   244,   259,   236,   225,   174,   105,    45,    32
Katowice, Poland,                     19.02,  50.26,      284,    -4,    1,   -4,    3,   -1,    8,    4,   15,    8,   19,   12,   22,   14,   25,   13,   24,    9,   19,    5,   14,    2,    8,   -2,    2,    47,    68,   117,   176,   239,   240,   230,   233,   163,   114,    53,    44
Kraków, Poland,                       19.95,  50.06,      214,   -4.7,  1.6, -3.7,  3.7, -0.8,  8.4,  3.7, 15.1,  8.5, 19.8, 12.2, 23.2, 13.8, 25.3, 13.4, 25.0,  9.2, 19.5,  4.7, 14.0,  0.6,  7.6, -3.4,  2.7, 43.3,  63.2, 100.5, 136.9, 200.8, 193.5, 210.5, 200.7, 125.4,  97.7,  48.8,  32.1
Łódź, Poland,                         19.46,  51.76,      167,   -4.0,  1.2, -3.3,  2.9, -0.7,  7.4,  3.6, 14.4,  8.2, 19.4, 11.6, 22.7, 13.6, 24.9, 13.3, 24.6,  9.0, 19.1,  5.0, 13.0,  1.3,  6.8, -2.4,  2.4, 48.2,  65.8, 122.7, 187.0, 241.8, 244.6, 250.9, 243.4, 160.1, 111.1,  51.2,  40.4
Lublin, Poland,                       22.57,  51.25,      192,   -4.9, -0.1, -4.2,  1.6, -1.1,  6.6,  3.8, 13.8,  8.4, 19.1, 11.7, 22.4, 13.6, 24.5, 13.1, 24.3,  9.0, 18.6,  4.6, 12.5,  0.8,  6.1, -3.3,  1.2, 44.5,  70.3, 127.5, 187.7, 253.1, 262.8, 263.2, 246.4, 166.2, 116.5,  52.8,  30.3
Poznań, Poland,                       16.93,  52.41,      102,    -3,    1,   -2,    3,    0,    8,    4,   15,    9,   20,   12,   23,   15,   25,   14,   25,   10,   19,    6,   13,    3,    8,   -1,    3,    40,    68,   124,   216,   258,   258,   255,   253,   170,   113,    55,    32
Rzeszów, Poland,                      22.00,  50.04,      201,    -4,    0,   -4,    2,   -1,    8,    4,   15,    9,   20,   12,   23,   14,   26,   13,   25,    9,   19,    5,   13,    2,    8,   -2,    2,    51,    69,   121,   188,   233,   230,   242,   240,   166,   118,    46,    32
Szczecin, Poland,                     14.55,  53.43,       75,    -2,    2,   -1,    4,    1,    8,    4,   15,    8,   19,   11,   22,   14,   24,   14,   24,   10,   19,    6,   14,    3,    8,    0,    4,    39,    66,   118,   201,   239,   239,   239,   221,   158,   101,    47,    27
Warsaw, Poland,                       21.01,  52.23,      106,    -4,    0,   -4,    2,   -1,    7,    4,   15,    9,   20,   12,   23,   15,   25,   14,   25,   10,   19,    5,   13,    2,    7,   -2,    2,    34,    55,   129,   183,   240,   250,   258,   245,   179,   110,    45,    29
Wrocław, Poland,                      17.04,  51.11,      124,    -3,    2,   -2,    4,    0,    9,    4,   15,    9,   20,   12,   23,   14,   25,   14,   25,    9,   20,    5,   14,    2,    9,   -2,    4,    53,    76,   129,   207,   249,   250,   254,   252,   168,   118,    68,    50
Lisbon, Portugal,                     -9.14,  38.72,       45,     8,   15,    9,   16,   11,   19,   12,   20,   14,   22,   17,   26,   18,   28,   19,   28,   18,   27,   15,   23,   12,   18,    9,   15,   144,   151,   208,   235,   291,   302,   352,   343,   261,   213,   157,   142
Porto, Portugal,                      -8.63,  41.16,      104,     5,   14,    6,   15,    8,   17,    9,   18,   12,   20,   15,   24,   16,   25,   16,   26,   15,   24,   12,   21,    9,   17,    7,   14,   124,   130,   192,   216,   257,   273,   307,   295,   225,   183,   138,   124
Bucharest, Romania,                   26.10,  44.43,       73,    -5,    3,   -4,    6,    0,   11,    5,   18,   10,   24,   14,   28,   15,   30,   15,   30,   11,   25,    5,   18,    1,   10,   -3,    4,    71,    85,   138,   185,   246,   266,   289,   281,   224,   177,    88,    63
Cluj-Napoca, Romania,                 23.62,  46.77,      340,    -6,    1,   -5,    3,   -1,   10,    4,   16,    9,   21,   12,   24,   14,   26,   13,   26,    9,   21,    4,   15,    0,    7,   -4,    2,    66,    99,   157,   185,   241,   253,   276,   263,   193,   159,    88,    52
